"","person.key","Team","Name","fanpoints","G","pred_points_sum","pred_games_count","pred_games_above_count","fanpos","position"
"379","shawc001","Giants","Chris Shaw",81,29,NA,NA,NA,"OF","OF"
"380","shawt001","Brewers","Travis Shaw",539.5,152,366.274276251346,103.73134655473,41.3097992124074,"3B","3B"
"381","sierm002","Marlins","Magneuris Sierra",38.5,17,255.815391355501,66.8393142480356,29.7034058932988,"OF","OF"
"382","simma001","Angels","Andrelton Simmons",462,155,321.009181577843,87.7461514528123,37.4687680550439,"SS","SS"
"383","siscc001","Orioles","Chance Sisco",123,46,259.7110798843,53.8892072111632,30.5961219852758,"C","C"
"384","slata001","Giants","Austin Slater",271.5,95,268.665324212371,62.3505370274996,31.640752029009,"OF","OF"
"385","smitd008","Mets","Dominic Smith",7.5,3,305.470164729541,60.2758908539022,35.8000935060644,"1B","1B"
"386","smitk002","Angels","Kevan Smith",124,46,243.933675473088,54.9826618034845,29.2917706837653,"C","C"
"387","smitm007","Mariners","Mallex Smith",467.5,153,360.033642724303,99.9843101957448,42.29828310191,"OF","OF"
"388","smoaj001","Blue Jays","Justin Smoak",528,153,363.202162055349,89.7497030164555,40.5516882813605,"1B","1B"
"389","solay001","Giants","Yangervis Solarte",197.5,68,284.546064961982,77.1668665663382,32.3992767095983,"2B","3B"
"390","solej001","Royals","Jorge Soler",445.5,137,298.069060170299,72.6778749345525,34.991432547121,"OF","OF"
"391","sosae001","Cardinals","Edmundo Sosa",12,5,NA,NA,NA,"2B","2B"
"392","sotoj001","Nationals","Juan Soto",630.5,152,NA,NA,NA,"OF","OF"
"393","spanc001","Padres","Cory Spangenberg",58,19,297.484069860224,75.5977993383853,33.9015656483154,"2B","2B"
"394","sprig001","Astros","George Springer",560.5,153,373.670706994497,103.728365277396,43.7694364657536,"OF","OF"
"395","stalj001","Pirates","Jacob Stallings",18.5,8,150.22930751825,37.2037011108961,17.4729383372346,"C","C"
"396","stanm004","Yankees","Giancarlo Stanton",610.5,145,396.467943362462,109.571250856052,44.3137346709626,"OF","OF"
"397","stasm001","Astros","Max Stassi",159,53,248.182179130344,54.2333857356286,29.3313063268333,"C","C"
"398","steva001","Nationals","Andrew Stevenson",44,17,197.82132445535,45.6044634912808,22.8855496949149,"OF","OF"
"399","stewc002","Tigers","Christin Stewart",334,100,NA,NA,NA,"OF","OF"
"400","stort001","Rockies","Trevor Story",597,153,432.739775496995,114.744571820157,48.7903258095029,"SS","SS"
"401","stram002","Astros","Myles Straw",5,2,NA,NA,NA,"OF","OF"
"402","suare001","Reds","Eugenio Suarez",541,150,391.292835931842,115.131579130653,44.2370975635707,"3B","3B"
"403","sucrj001","Orioles","Jesus Sucre",111.5,46,217.188275526058,39.5192304462411,25.8422601655008,"C","C"
"404","susaa001","Orioles","Andrew Susac",5.5,3,202.778784124788,36.8319390615991,23.6177543110916,"C","C"
"405","suzuk001","Nationals","Kurt Suzuki",219.5,73,261.580178997942,54.4851069698884,31.2425153114678,"C","C"
"406","swand001","Braves","Dansby Swanson",374,125,352.540419989006,86.2309680809334,40.5772493835446,"SS","SS"
"407","swihb001","Red Sox","Blake Swihart",173,62,239.311889210603,54.7374850285319,27.924855535679,"C","C"
"408","tapir001","Rockies","Raimel Tapia",244,76,204.375614952,59.1241315862224,21.7151214152417,"OF","OF"
"409","taucm001","Yankees","Mike Tauchman",59,18,172.59273663047,41.0609256389805,20.0186401741648,"OF","OF"
"410","taylb003","Athletics","Beau Taylor",17,8,NA,NA,NA,"C","C"
"411","taylc001","Dodgers","Chris Taylor",320.5,100,410.542884624093,104.200914383675,47.1803647623135,"SS","SS"
"412","tellr001","Blue Jays","Rowdy Tellez",16.5,5,NA,NA,NA,"1B","1B"
"413","thame001","Brewers","Eric Thames",202,55,300.879105232571,81.4370677241768,34.9397130424668,"1B","OF"
"414","toccc001","Rangers","Carlos Tocci",22.5,10,NA,NA,NA,"OF","OF"
"415","tolea001","Dodgers","Andrew Toles",75,27,226.139669646421,52.1427289665797,26.3693602405953,"OF","OF"
"416","torrg001","Yankees","Gleyber Torres",516,150,NA,NA,NA,"2B","2B"
"417","torrr001","Twins","Ronald Torreyes",19.5,8,236.341226188892,50.0925066167698,27.4026125521676,"2B","2B"
"418","trahb001","Reds","Blake Trahan",6.5,3,NA,NA,NA,"2B","SS"
"419","travd001","Blue Jays","Devon Travis",256,83,290.452163791085,76.5171593258038,32.560579537272,"2B","2B"
"420","travs001","Red Sox","Sam Travis",5.5,2,267.299009013202,52.8166341085595,30.2345785813985,"1B","OF"
"421","trevj001","Rangers","Jose Trevino",75,30,NA,NA,NA,"C","C"
"422","troum001","Angels","Mike Trout",728.5,157,356.224572612774,110.448221372505,42.3667822962254,"OF","OF"
"423","trumm001","Orioles","Mark Trumbo",480,145,283.811254405899,68.6737393658585,31.9041323333482,"OF","OF"
"424","tuckk001","Astros","Kyle Tucker",118.5,33,NA,NA,NA,"OF","OF"
"425","tuckp001","White Sox","Preston Tucker",32.5,10,NA,NA,NA,"OF","OF"
"426","turnj001","Dodgers","Justin Turner",538,153,296.955026351119,79.3694635937579,35.17656023133,"3B","3B"
"427","turnt001","Nationals","Trea Turner",560,153,387.693376087361,111.283114001716,44.0957351862068,"SS","SS"
"428","uptoj001","Angels","Justin Upton",529,150,315.943982840724,91.3115527737896,37.5360251429981,"OF","OF"
"429","urenr001","Blue Jays","Richard Urena",49,20,268.222610551708,65.4337166069621,31.3640395657755,"SS","SS"
"430","urial001","Padres","Luis Urias",421,149,NA,NA,NA,"2B","2B"
"431","valap001","Rockies","Pat Valaika",79.5,27,227.308073421561,44.4711630499856,26.4153025704194,"3B","2B"
"432","valeb001","Giants","Breyvic Valera",20.5,8,184.870210825391,45.7073899515873,21.7422020811054,"2B","2B"
"433","vargi001","Diamondbacks","Ildemaro Vargas",47.5,17,149.795992448839,41.8314560481,17.4796040134383,"2B","3B"
"434","vazqc001","Red Sox","Christian Vazquez",172.5,61,266.981885213741,57.0175732660519,31.0119097257763,"C","C"
"435","velaa001","Rays","Andrew Velazquez",7.5,3,NA,NA,NA,"3B","3B"
"436","verda001","Dodgers","Alex Verdugo",253,82,263.547183766894,55.9732937486629,30.761846028743,"OF","OF"
"437","villj001","Orioles","Jonathan Villar",506,158,330.506366556263,76.6796834399819,38.9248245377555,"2B","2B"
"438","vilom001","Royals","Meibrys Viloria",44.5,18,NA,NA,NA,"C","C"
"439","vincz001","Orioles","Zach Vincej",11,5,103.284071183075,27.8035748711359,12.8746244353951,"SS","3B"
"440","voitl001","Yankees","Luke Voit",412.5,117,264.103637396978,72.0550634407202,31.7205246102244,"1B","1B"
"441","vottj001","Reds","Joey Votto",566,153,326.159249217953,89.6631325058114,36.9824792868015,"1B","1B"
"442","wadet002","Yankees","Tyler Wade",102.5,37,238.832216887841,56.464783680225,27.410401909572,"2B","2B"
"443","waldm001","Phillies","Mitch Walding",53.5,19,NA,NA,NA,"3B","3B"
"444","walkc002","Diamondbacks","Christian Walker",153,46,179.206046883487,43.6732507794465,21.2161886739818,"1B","1B"
"445","walkn001","Marlins","Neil Walker",337.5,114,250.742124452028,57.8964743348833,29.8998208309998,"2B","1B"
"446","wallc001","Marlins","Chad Wallach",75.5,30,248.472871683463,52.3243863654216,29.1693654568574,"C","C"
"447","wardt002","Angels","Taylor Ward",75,25,NA,NA,NA,"3B","3B"
"448","wendj002","Rays","Joey Wendle",359,125,312.673826694237,78.2411749930531,36.6440630940413,"2B","2B"
"449","whitt002","Astros","Tyler White",459.5,137,279.872184977532,66.8318100212824,33.2984601476957,"1B","1B"
"450","wietm001","Cardinals","Matt Wieters",83,30,258.104323869073,59.1488046706312,30.3889094204856,"C","C"
"451","wilks001","Orioles","Steve Wilkerson",3.5,2,NA,NA,NA,"2B","2B"
"452","willj006","Cardinals","Justin Williams",8,3,NA,NA,NA,"OF","OF"
"453","willm008","Giants","Mac Williamson",380,127,221.593012398726,54.4670476042389,26.4407193461244,"OF","OF"
"454","willn001","Phillies","Nick Williams",88.5,27,330.761385654649,87.9646628644112,38.7312424707274,"OF","OF"
"455","winkj002","Reds","Jesse Winker",446,133,340.362902497675,86.6730160417586,39.5548494621666,"OF","OF"
"456","wisdp001","Rangers","Patrick Wisdom",46,15,NA,NA,NA,"3B","3B"
"457","woltt001","Rockies","Tony Wolters",169,61,264.738856411653,65.548663919563,30.8193634126026,"C","C"
"458","wongk001","Cardinals","Kolten Wong",351,117,307.01267730966,83.799797019146,35.5788481448775,"2B","2B"
"459","wynna001","Orioles","Austin Wynns",25,9,NA,NA,NA,"C","C"
"460","yelic001","Brewers","Christian Yelich",620,155,410.41141973833,133.183597110279,47.0695227344198,"OF","OF"
"461","zagum002","Cubs","Mark Zagunis",36.5,12,161.294094469179,39.1128733704307,18.2492970135137,"OF","OF"
"462","zimmb001","Indians","Bradley Zimmer",106.5,35,282.929914368762,70.4956252318669,32.5339184629497,"OF","OF"
"463","zimmr001","Nationals","Ryan Zimmerman",444.5,129,302.577949290674,68.1253020242954,35.1680732485592,"1B","1B"
"464","zobrb001","Cubs","Ben Zobrist",309.5,100,302.186182998485,80.3039322415587,36.2663535637754,"2B","OF"
"465","zunim001","Rays","Mike Zunino",322.5,107,315.972418799445,66.2777066790546,36.1113184822471,"C","C"
"466",NA,"Cubs","Albert Almora Jr.",325,112,NA,NA,NA,"OF",NA
"467",NA,"Orioles","Austin Hays",268.5,88,NA,NA,NA,"OF",NA
"468",NA,"Diamondbacks","Domingo Leyba",4.5,2,NA,NA,NA,"SS",NA
"469",NA,"Rays","Jesus Sanchez",4.5,2,NA,NA,NA,"OF",NA
"470",NA,"Blue Jays","Lourdes Gurriel Jr.",227,75,NA,NA,NA,"2B",NA
"471",NA,"Diamondbacks","Steven Souza Jr.",425.5,125,NA,NA,NA,"OF",NA
"472",NA,"Nationals","Raudy Read",7.5,3,NA,NA,NA,"C",NA
"473",NA,"Diamondbacks","John Ryan Murphy",68.5,26,NA,NA,NA,"C",NA
"474",NA,"Nationals","Michael A. Taylor",167,55,NA,NA,NA,"OF",NA
"475",NA,"White Sox","Nicky Delmonico",182.5,58,NA,NA,NA,"OF",NA
"476",NA,"Astros","Garrett Stubbs",18.5,8,NA,NA,NA,"C",NA
"477",NA,"Dodgers","Keibert Ruiz",18.5,6,NA,NA,NA,"C",NA
"478",NA,"Indians","Eric Stamets",7.5,3,NA,NA,NA,"SS",NA
"479",NA,"Braves","Raffy Lopez",22,8,NA,NA,NA,"C",NA
"480",NA,"Padres","Austin Allen",7.5,3,NA,NA,NA,"C",NA
"481",NA,"Braves","Ronald Acuna Jr.",594,155,NA,NA,NA,"OF",NA
"482",NA,"Rockies","Yonathan Daza",31.5,12,NA,NA,NA,"OF",NA
"483",NA,"Red Sox","Jackie Bradley Jr.",507,150,NA,NA,NA,"OF",NA
"484",NA,"Red Sox","Marco Hernandez",4.5,2,NA,NA,NA,"2B",NA
"485",NA,"Phillies","Arquimedes Gamboa",4.5,2,NA,NA,NA,"SS",NA
"486",NA,"Athletics","Jorge Mateo",8.5,3,NA,NA,NA,"SS",NA
"487",NA,"Athletics","Luis Barrera",4.5,2,NA,NA,NA,"OF",NA
"488",NA,"Orioles","Richie Martin",225,88,NA,NA,NA,"SS",NA
"489",NA,"Athletics","Skye Bolt",4.5,2,NA,NA,NA,"OF",NA
"490",NA,"Mariners","Daniel Vogelbach",90,27,NA,NA,NA,"1B",NA
"491",NA,"Cardinals","Andrew Knizner",21.5,8,NA,NA,NA,"C",NA
"492",NA,"Padres","Tyrone Taylor",27,10,NA,NA,NA,"OF",NA
"493",NA,"Indians","Oscar Mercado",32,12,NA,NA,NA,"SS",NA
"494",NA,"Braves","Alex Jackson",6.5,3,NA,NA,NA,"C",NA
"495",NA,"Indians","Yu Chang",4.5,2,NA,NA,NA,"SS",NA
"496",NA,"Tigers","Nicholas Castellanos",528,153,NA,NA,NA,"3B",NA
"497",NA,"Rangers","Zack Granite",41.5,15,NA,NA,NA,"OF",NA
"498",NA,"Mariners","Joey Curletta",27.5,10,NA,NA,NA,"OF",NA
"499",NA,"Rangers","Scott Heineman",9.5,3,NA,NA,NA,"OF",NA
"500",NA,"Mariners","Braden Bishop",7.5,3,NA,NA,NA,"OF",NA
"501",NA,"Yankees","Jacoby Ellsbury",17,7,NA,NA,NA,"OF",NA
"502",NA,"Twins","LaMonte Wade",30,10,NA,NA,NA,"OF",NA
"503",NA,"Cardinals","Lane Thomas",8,3,NA,NA,NA,"OF",NA
"504",NA,"Royals","Nick Dini",11,5,NA,NA,NA,"C",NA
"505",NA,"Padres","Fernando Tatis Jr.",229.5,75,NA,NA,NA,"SS",NA
"506",NA,"Orioles","Dwight Smith Jr.",26.5,8,NA,NA,NA,"OF",NA
"507",NA,"White Sox","Zack Collins",6.5,3,NA,NA,NA,"C",NA
"508",NA,"Nationals","Carter Kieboom",9.5,3,NA,NA,NA,"SS",NA
"509",NA,"White Sox","Yolmer Sanchez",417,147,NA,NA,NA,"2B",NA
"510",NA,"Marlins","Monte Harrison",6.5,3,NA,NA,NA,"OF",NA
"511",NA,"Orioles","Ryan Mountcastle",4.5,2,NA,NA,NA,"SS",NA
"512",NA,"White Sox","Eloy Jimenez",538,150,NA,NA,NA,"OF",NA
"513",NA,"Padres","Edward Olivares",4.5,2,NA,NA,NA,"OF",NA
"514",NA,"Orioles","Cedric Mullins II",438,142,NA,NA,NA,"OF",NA
"515",NA,"Padres","Troy Stokes Jr.",9.5,3,NA,NA,NA,"OF",NA
"516",NA,"Pirates","Bryan Reynolds",5.5,2,NA,NA,NA,"OF",NA
"517",NA,"Twins","Nick Gordon",13,5,NA,NA,NA,"SS",NA
"518",NA,"Giants","Stephen Vogt",23,8,NA,NA,NA,"C",NA
"519",NA,"Padres","Luis Torrens",7.5,3,NA,NA,NA,"C",NA
"520",NA,"Yankees","Troy Tulowitzki",226,75,NA,NA,NA,"SS",NA
"521",NA,"Pirates","Cole Tucker",19.5,8,NA,NA,NA,"SS",NA
"522",NA,"White Sox","Luis Alexander Basabe",15,5,NA,NA,NA,"OF",NA
"523",NA,"Rockies","Sam Hilliard",7.5,3,NA,NA,NA,"OF",NA
"524",NA,"Orioles","Drew Jackson",208.5,78,NA,NA,NA,"SS",NA
"525",NA,"Padres","Javier Guerra",5.5,3,NA,NA,NA,"SS",NA
"526",NA,"Reds","Phillip Ervin",84.5,27,NA,NA,NA,"OF",NA
"527",NA,"Reds","Jose Siri",3.5,2,NA,NA,NA,"OF",NA
"528",NA,"Padres","Mauricio Dubon",32.5,12,NA,NA,NA,"SS",NA
"529",NA,"Pirates","Jason Martin",15,5,NA,NA,NA,"OF",NA
"530",NA,"White Sox","Seby Zavala",14,5,NA,NA,NA,"C",NA
"531",NA,"Tigers","Sergio Alcantara",25.5,12,NA,NA,NA,"SS",NA
"532",NA,"Tigers","Willi Castro",22.5,8,NA,NA,NA,"SS",NA
