"","person.key","Team","Name","fanpoints","G","pred_points_sum","pred_games_count","pred_games_above_count","position","points_sum_lag1","games_count_lag1","games_above_count_lag1","points_sd_lag1"
"203","gselr001","Mets","Robert Gsellman",282,60,60.1186614543717,37.5670027566679,0.988914497863348,"R",386,68,7,4.52704077038932
"204","gudur001","Astros","Reymin Guduan",197,50,49.1201316739,26.4686422264217,-1.39810623297291,"C",13.6666666666667,3,0,3.41700540326262
"205","guerj003","Brewers","Junior Guerra",285,60,339.959845855655,31.9646578846566,6.36902473566143,"S",300.5,31,18,7.90804756235738
"206","guert001","Marlins","Tayron Guerrero",259,60,NA,NA,NA,"R",NA,NA,NA,NA
"207","hadej001","Brewers","Josh Hader",391.5,65,54.2376931031484,45.841319414992,-1.89149444046898,"R",513.666666666667,55,21,5.10808723314746
"208","hallm002","Tigers","Matt Hall",182,31,NA,NA,NA,"R",NA,NA,NA,NA
"209","hamec001","Cubs","Cole Hamels",342,26,406.213393836158,32.2073349529331,8.12213009277561,"S",438.333333333333,32,22,7.679446746332
"210","hamii001","White Sox","Ian Hamilton",164,40,NA,NA,NA,"R",NA,NA,NA,NA
"211","handb001","Indians","Brad Hand",444,70,62.4364251621101,36.6328759416416,0.804610499487734,"C",501,69,12,4.06096094636478
"212","hanhe001","Mets","Eric Hanhold",35,10,NA,NA,NA,"R",NA,NA,NA,NA
"213","happj001","Yankees","J.A. Happ",370.5,29,332.355958415965,33.8361871769492,3.96479553724607,"S",433.833333333333,31,24,8.43992757900381
"214","hardb001","Tigers","Blaine Hardy",121,30,249.780200937643,28.2273245800607,6.37972863189845,"R",224,30,6,5.67095848291473
"215","harrw002","Astros","Will Harris",327.5,65,57.9391693032103,37.9315770435985,1.26751998959168,"R",314.333333333333,61,2,3.97984448351096
"216","hartd002","Dodgers","Donnie Hart",52.5,15,50.0901342205465,26.347820781732,-1.89867810200013,"R",59.6666666666667,20,1,4.16610522533193
"217","harvm001","Angels","Matt Harvey",298.5,28,336.429723129719,28.00727383737,6.22347817580687,"S",298.5,32,14,7.43978026699357
"218","heana001","Angels","Andrew Heaney",394.5,29,346.282189507123,31.0145178456656,3.75622578255322,"S",419,30,21,9.91857655712453
"219","hellj001","Nationals","Jeremy Hellickson",210.5,19,356.301889771342,25.7607932473184,3.22169431091208,"S",180.666666666667,19,7,7.40338462891215
"220","hembh001","Red Sox","Heath Hembree",297,60,43.5343477731889,39.3632050323108,-0.864497958311099,"R",323,67,2,3.98358515674515
"221","hendk001","Cubs","Kyle Hendricks",385,29,371.140322259971,32.0503502639918,4.40101259947037,"S",463.5,33,23,8.00599522832481
"222","hendl001","Athletics","Liam Hendriks",121,30,201.148385733758,26.7987549118841,3.65307993729818,"R",41,25,0,4.44453472130536
"223","hernd002","Reds","David Hernandez",289,60,64.7481185399227,37.9715588326172,1.39891055811651,"R",336,57,5,4.08195209619398
"224","herne002","Marlins","Elieser Hernandez",153,47,NA,NA,NA,"R",NA,NA,NA,NA
"225","hernf002","Mariners","Felix Hernandez",147.5,15,362.436821091745,27.1556928058691,8.04055287461472,"S",250.833333333333,29,11,8.75587612528873
"226","herrk001","White Sox","Kelvin Herrera",301.5,65,60.6555750581007,28.150628082058,-0.586020812944932,"C",264.166666666667,48,1,3.5990689601377
"227","hessd001","Orioles","David Hess",177,21,NA,NA,NA,"S",NA,NA,NA,NA
"228","hickj002","Cardinals","Jordan Hicks",323,60,NA,NA,NA,"R",NA,NA,NA,NA
"229","hildt001","Twins","Trevor Hildenberger",221,50,35.6482790560684,35.9602551906351,-0.158719857569642,"R",341.5,73,2,4.87730072071747
"230","hillr001","Dodgers","Rich Hill",336,24,307.261450861106,27.9064243568966,3.68543868109887,"S",321.333333333333,25,14,8.31279691755985
"231","hillt002","Royals","Tim Hill",219,50,NA,NA,NA,"R",NA,NA,NA,NA
"232","hiray001","Diamondbacks","Yoshihisa Hirano",284,60,NA,NA,NA,"R",NA,NA,NA,NA
"233","hoffj003","Rockies","Jeff Hoffman",48,5,170.877157185839,25.0762253039291,7.5842883934295,"R",9.33333333333333,6,0,7.25539390665598
"234","holdj002","Yankees","Jonathan Holder",214,50,69.3408214454862,33.5670051117244,1.51653321969716,"R",285,60,3,4.36995606471426
"235","holld003","Giants","Derek Holland",292.5,26,340.685889036158,32.3731591286862,7.81093901284174,"S",385.666666666667,36,20,5.9892245981828
"236","hollg001","Diamondbacks","Greg Holland",343.5,65,59.3198931701254,32.863379006887,-0.38420383268915,"R",214.166666666667,56,0,4.48684042651252
"237","holmc001","Pirates","Clay Holmes",99.5,23,NA,NA,NA,"C",NA,NA,NA,NA
"238","housa001","Padres","Adrian Houser",161,36,NA,NA,NA,"C",NA,NA,NA,NA
"239","hu--c002","Indians","Chih-Wei Hu",78.5,22,49.0245147090482,25.1651085997959,-0.192111919661407,"C",42.5,5,1,5.05936974555351
"240","hudsd002","Cardinals","Dakota Hudson",264.5,39,NA,NA,NA,"R",NA,NA,NA,NA
"241","hughj001","Reds","Jared Hughes",285.5,65,94.6106565243762,39.1571927736444,2.64282026179881,"R",407.333333333333,72,7,3.44880838200408
"242","huntt002","Phillies","Tommy Hunter",274.5,55,71.5687413816298,38.7994273424497,1.51602759079922,"R",346,65,2,3.50283577122464
"243","igler001","Reds","Raisel Iglesias",404.5,65,41.6208870906366,27.6542995175399,-1.3113438015381,"C",424,66,2,3.55135484176409
"244","jackl001","Braves","Luke Jackson",83.5,25,32.5332081751366,28.4176281719524,-0.882121271822027,"R",152.333333333333,35,4,5.07714528992931
"245","jansk001","Dodgers","Kenley Jansen",430.5,65,29.4653199704268,27.9874823282407,1.9597695750658,"C",467.833333333333,69,4,3.7976270490848
"246","jeffj001","Brewers","Jeremy Jeffress",189,40,68.6410187991636,40.8605341286318,0.0712006388700729,"R",488.333333333333,73,8,3.47292382561562
"247","jennd003","Angels","Dan Jennings",78.5,25,83.0379126794764,36.6302333151849,1.77956466974576,"R",290.166666666667,72,3,3.83668218578875
"248","jerew001","Angels","Williams Jerez",95,30,NA,NA,NA,"R",NA,NA,NA,NA
"249","jewej001","Angels","Jake Jewell",73.5,25,NA,NA,NA,"R",NA,NA,NA,NA
"250","jimej003","Tigers","Joe Jimenez",317.5,65,55.0248189809191,44.6474297071965,1.82893512924742,"R",395.333333333333,68,5,4.32581910798739
"251","johnb004","Red Sox","Brian Johnson",95,10,200.001335052895,30.3016860791052,6.4702105886297,"R",236.666666666667,38,9,6.6576990421228
"252","johnd005","Rockies","D.J. Johnson",69,20,NA,NA,NA,"R",NA,NA,NA,NA
"253","jonen001","White Sox","Nate Jones",351,60,40.7107324931081,26.0216666611099,0.110785866264972,"R",167,33,0,3.74045502417537
"254","junij001","Royals","Jakob Junis",391,31,326.20891078147,29.3108510922818,3.8028375665,"S",388.5,30,16,7.8268070147396
"255","juraa001","Rangers","Ariel Jurado",100.5,18,NA,NA,NA,"S",NA,NA,NA,NA
"256","kahnt001","Yankees","Tommy Kahnle",164,40,68.3978577845689,27.8824946376479,0.762564258126018,"R",92.6666666666667,24,1,4.61322051745558
"257","kelak001","Pirates","Keone Kela",321,60,48.5132539510416,28.8523207150283,-1.03010645192784,"C",336,54,2,4.07271434014664
"258","kellb003","Royals","Brad Keller",293.5,28,NA,NA,NA,"R",NA,NA,NA,NA
"259","kellj001","Dodgers","Joe Kelly",328.5,65,79.4816944414742,44.3496550313612,-0.857448075909654,"R",376.833333333333,73,2,4.64761094564874
"260","kells001","Rangers","Shawn Kelley",165,40,-19.0753615317851,24.6093304881312,-0.625244351033098,"R",198.5,54,0,2.81308276825908
"261","kennb001","Padres","Brett Kennedy",52.5,15,NA,NA,NA,"S",NA,NA,NA,NA
"262","kenni001","Royals","Ian Kennedy",183.5,45,324.685005511803,26.0783936406807,2.32524631961184,"S",227.833333333333,22,11,9.31819853586647
"263","kersc001","Dodgers","Clayton Kershaw",384,23,324.037747566214,31.9140528162624,3.78234015797139,"S",436.666666666667,26,23,6.48113633594667
"264","kingn001","Pirates","Nick Kingham",177,38,NA,NA,NA,"S",NA,NA,NA,NA
"265","kinlt001","Marlins","Tyler Kinley",205,50,NA,NA,NA,"R",NA,NA,NA,NA
"266","kintb001","Cubs","Brandon Kintzler",149,40,67.0951743168931,37.2341579107317,-0.40186959034526,"R",296.333333333333,70,0,3.95123250711494
"267","klubc001","Indians","Corey Kluber",537,31,364.726095844112,35.7391934625583,4.58596992910811,"S",604.5,33,27,9.88557482630447
"268","knebc001","Brewers","Corey Knebel",107,20,66.9820057268909,37.0048416819062,-0.0581949539794805,"C",365.666666666667,57,9,4.42442297455335
"269","kochm001","Diamondbacks","Matt Koch",32.5,3,364.469956888112,23.8009125155695,11.051928914872,"S",173.333333333333,19,8,8.16852626319709
"270","kolaa001","Rays","Adam Kolarek",185,40,76.6682192529875,31.4436782713052,0.221594370506765,"R",174.166666666667,31,2,4.4324547058301
"271","krehj001","Diamondbacks","Joey Krehbiel",114.5,35,NA,NA,NA,"R",NA,NA,NA,NA
"272","lauee001","Padres","Eric Lauer",274,24,NA,NA,NA,"S",NA,NA,NA,NA
"273","leakm001","Mariners","Mike Leake",381,32,411.236626965914,30.052689321894,5.95857842655837,"S",368.833333333333,31,21,9.44268062804465
"274","leblw001","Mariners","Wade LeBlanc",267,24,330.902696810875,28.8139449055871,4.90986089045401,"S",361,32,15,7.53134876085991
"275","leclj001","Rangers","Jose Leclerc",398.5,65,10.8680957654234,32.7496631857688,-2.06584075272518,"R",376.833333333333,59,3,3.81999687543328
"276","leond003","Cardinals","Dominic Leone",173,40,44.8932129204876,28.6008624206762,-0.869323915958225,"R",108,30,0,3.28575236169366
"277","lestj001","Cubs","Jon Lester",396.5,32,359.271893700988,31.6003996528642,5.86837031513888,"S",394.833333333333,32,20,9.05790654196317
"278","lirif001","Pirates","Francisco Liriano",125.5,35,394.485577614596,28.4394029022132,7.65145588508698,"S",212.833333333333,27,10,8.21035082779148
"279","littz001","Twins","Zack Littell",77.5,22,NA,NA,NA,"R",NA,NA,NA,NA
"280","liveb001","Royals","Ben Lively",49,5,277.170404424569,22.4918901054194,7.02780423383127,"R",50.1666666666667,10,2,8.42631460235006
"281","loaij001","Yankees","Jonathan Loaisiga",117.5,20,NA,NA,NA,"R",NA,NA,NA,NA
"282","lockw001","Mets","Walker Lockett",115,16,NA,NA,NA,"S",NA,NA,NA,NA
"283","lopej004","Royals","Jorge Lopez",267,44,237.701415149616,22.8070971657436,6.0399164791117,"R",101.833333333333,17,3,9.08304100986713
"284","lopep002","Marlins","Pablo Lopez",266.5,23,NA,NA,NA,"S",NA,NA,NA,NA
"285","loper003","White Sox","Reynaldo Lopez",319,29,309.720474114202,27.6940210958314,2.53795687101571,"S",380.333333333333,32,22,10.6562816969961
"286","lopey001","Diamondbacks","Yoan Lopez",155,40,NA,NA,NA,"R",NA,NA,NA,NA
"287","lorem002","Reds","Michael Lorenzen",222.5,52,126.381774182814,32.0974734574838,3.5319497347615,"R",274.5,45,6,4.09428031687271
"288","loupa001","Padres","Aaron Loup",166,40,63.1132263144402,32.4174229569685,-0.229095095084373,"R",193.833333333333,59,0,3.08376835195555
"289","luccj001","Padres","Joey Lucchesi",386.5,29,NA,NA,NA,"S",NA,NA,NA,NA
"290","lugos001","Mets","Seth Lugo",320.5,63,131.536793113338,38.7616805699915,4.49408317689409,"R",424.666666666667,54,12,4.99224493706069
"291","lylej001","Pirates","Jordan Lyles",278.5,39,181.980672089241,29.5690923432685,5.57067101632957,"R",248.833333333333,36,7,7.54083971905187
"292","lynnl001","Rangers","Lance Lynn",298,28,344.263647784446,27.3502324734049,9.32883344548455,"S",293.333333333333,31,17,9.22041913538957
"293","lyont001","Pirates","Tyler Lyons",37,10,53.3046785460024,28.9811065288938,-0.678746324691371,"R",72.3333333333333,27,1,4.18149308944863
"294","maedk001","Dodgers","Kenta Maeda",313,23,259.246179467066,32.6109964477095,4.81600700980468,"S",362.666666666667,39,12,8.28240397617331
"295","magim001","Twins","Matt Magill",148,40,NA,NA,NA,"R",NA,NA,NA,NA
"296","mahlt001","Reds","Tyler Mahle",182,16,343.712044870467,24.4316125843311,5.95101227929441,"S",187,23,11,9.58428276215794
"297","manas001","Athletics","Sean Manaea",54,5,344.97206942258,31.0521018751945,5.55893005450496,"S",348.333333333333,27,18,9.17030921325957
"298","mapld001","Cubs","Dillon Maples",38,10,48.5425389046619,25.337644144961,0.300836874502613,"R",13.6666666666667,9,0,3.87517422945627
"299","marqg001","Rockies","German Marquez",434,31,334.93902025493,32.697103781385,3.31725330714171,"S",497,33,24,9.76732952296077
"300","martc006","Cardinals","Carlos Martinez",337,44,310.861575390143,30.9152559237165,8.4378459943168,"S",317.333333333333,33,11,8.1815855279305
"301","martc007","Rangers","Chris Martin",248,50,NA,NA,NA,"R",NA,NA,NA,NA
"302","matop002","Padres","Phil Maton",88.5,25,54.5102256988211,27.9927331057365,0.070859499524794,"R",171.666666666667,45,2,4.02065723781796
"303","matzs001","Mets","Steven Matz",333.5,28,357.73323073395,30.4392265774528,4.75208887662045,"S",317,30,17,9.16145097176457
"304","may-t001","Twins","Trevor May",321.5,65,NA,NA,NA,"R",NA,NA,NA,NA
"305","mayem001","Cardinals","Mike Mayers",100,30,48.2932092628163,29.8300687101172,-0.416653387937199,"R",205.833333333333,50,1,3.71417124365731
"306","mayzt001","Blue Jays","Tim Mayza",224,50,25.5206990353099,26.3291408928542,-0.24386701176345,"R",139.833333333333,37,0,3.6343385574384
"307","mccak002","Royals","Kevin McCarthy",182.5,45,78.35420587844,34.8373427797953,1.1313548149697,"R",296,65,4,3.5752218866053
"308","mccra001","Dodgers","Adam McCreery",33,10,NA,NA,NA,"C",NA,NA,NA,NA
"309","mcfat001","Diamondbacks","T.J. McFarland",142,40,102.880293598518,29.510833598774,2.91052967532646,"R",260,47,6,4.30938733468331
"310","mcgej001","Rockies","Jake McGee",211,50,48.4197431431629,34.8484188192249,-0.120473378160381,"R",231.666666666667,61,0,4.39813878502183
"311","mcgok002","Nationals","Kyle McGowin",35.5,3,NA,NA,NA,"R",NA,NA,NA,NA
"312","mchuc001","Astros","Collin McHugh",348.5,34,41.5233647455538,39.1806831121049,-0.752327543000773,"R",389.166666666667,58,6,3.6888695586439
"313","meanj001","Orioles","John Means",10.5,2,NA,NA,NA,"R",NA,NA,NA,NA
"314","mejia001","Twins","Adalberto Mejia",156.5,31,338.475769319779,25.5140300765711,4.95740946299533,"S",48.1666666666667,5,3,6.68684446423639
"315","melam001","Giants","Mark Melancon",320.5,65,69.7251679506829,31.0125399851196,0.773336784558937,"R",195.5,41,2,3.74756922120869
"316","mellk001","Reds","Keury Mella",12.5,2,53.5772372633027,20.8265927878771,1.68769178932059,"R",14.6666666666667,4,1,6.85970520908556
"317","mendy001","Rangers","Yohander Mendez",107.5,13,275.221272187138,20.6284017467199,7.58846360771329,"S",35.8333333333333,8,2,9.45475336067055
"318","mengd001","Athletics","Daniel Mengden",152,15,330.000222962147,27.505920829876,6.19616097125557,"S",244.833333333333,22,12,10.5067289874801
"319","middk001","Angels","Keynan Middleton",84.5,25,59.5908994775306,26.0667404593629,0.135281770910685,"C",100.833333333333,16,1,3.48819105724613
"320","mikom001","Cardinals","Miles Mikolas",455,32,NA,NA,NA,"S",NA,NA,NA,NA
"321","milew001","Astros","Wade Miley",241,23,357.151575973428,26.0389499523193,4.9713236971435,"S",163.333333333333,16,7,7.78757319684998
"322","milla002","Cardinals","Andrew Miller",379,60,52.8276948275369,33.624596536919,-0.854011729521336,"R",196,37,3,4.77892995395812
"323","milla003","Cubs","Alec Mills",36.5,3,NA,NA,NA,"R",NA,NA,NA,NA
"324","millj006","Nationals","Justin Miller",233,50,NA,NA,NA,"R",NA,NA,NA,NA
"325","mills001","Rangers","Shelby Miller",241,23,300.142954285225,19.9457140696605,7.44726362864076,"S",10,5,1,9.68102382097174
"326","milot001","Mariners","Tommy Milone",15.5,2,306.23606080237,18.2263588710784,5.31685110160049,"S",56.1666666666667,5,2,8.42994002878365
"327","minaj001","White Sox","Juan Minaya",195.5,45,9.18585871732508,29.30299980393,-0.803749880943437,"R",218.333333333333,52,3,4.52456842770817
"328","minom001","Rangers","Mike Minor",344,29,315.824111828012,26.2298651924217,2.79945324379375,"S",329.5,28,18,7.05742746904944
"329","minta001","Braves","A.J. Minter",350.5,65,62.3226440899232,34.8943602482307,-0.391747234179687,"R",382.666666666667,65,0,3.79762669083021
"330","mitcb001","Padres","Bryan Mitchell",61,20,334.234683192723,21.7386169700765,8.6214795900434,"S",96.5,16,4,8.46303919448607
"331","montf001","Athletics","Frankie Montas",245.5,29,370.119838379115,21.222827920063,10.0999715226449,"S",132.5,13,6,9.35979536265453
"332","montj004","Yankees","Jordan Montgomery",36,3,362.193666081106,23.8924425860553,4.19686221606307,"S",48.6666666666667,6,2,6.57323416648208
"333","montm002","Cubs","Mike Montgomery",379,73,300.29218189776,31.2489624552071,8.36689578370552,"R",272,38,12,5.97064231236923
"334","moorm003","Tigers","Matt Moore",236,24,218.94691077176,28.2984987590384,6.59813542257464,"R",191,39,6,6.9387056809765
"335","morga001","Phillies","Adam Morgan",206.5,45,30.642310818718,35.1621964350252,-0.987411102444909,"R",248.666666666667,67,0,3.79344442612531
"336","moror001","Giants","Reyes Moronta",231,50,36.6690864605676,33.41947480239,0.837440242306072,"R",303.5,69,2,3.90054225651466
"337","morrb001","Cubs","Brandon Morrow",353.5,55,49.3738845433612,25.6030946106575,-0.77405918251456,"C",234.333333333333,35,0,3.42794306411201
"338","mortc002","Rays","Charlie Morton",364.5,26,338.094898533691,32.1176458698594,5.33168877247154,"S",425.5,30,19,9.06652193089344
"339","moyag001","Twins","Gabriel Moya",209,50,146.325973908713,27.4673615713438,1.42990389368341,"R",91.1666666666667,35,1,4.53401914403833
"340","musgh001","Rockies","Harrison Musgrave",83,30,NA,NA,NA,"R",NA,NA,NA,NA
"341","musgj001","Pirates","Joe Musgrove",353.5,28,320.746177855674,26.6789669660021,2.96331178958585,"S",262.666666666667,19,14,7.29312920448023
"342","nerih001","Phillies","Hector Neris",195,40,52.6836302329904,31.3357955248684,-0.667278852686536,"C",277.833333333333,53,1,4.30830618422928
"343","neshp001","Phillies","Pat Neshek",258.5,55,55.6138474818049,28.8973599570657,-0.043322131603127,"R",141.166666666667,30,0,4.04540402704327
"344","neved001","Pirates","Dovydas Neverauskas",77.5,25,67.1501682481595,27.084928491388,0.493543861088016,"R",83.5,25,1,4.56422278483748
"345","newbj001","Royals","Jake Newberry",62,20,NA,NA,NA,"R",NA,NA,NA,NA
"346","newcs001","Braves","Sean Newcomb",263,23,375.625652751135,31.6832660781239,7.88599244339465,"S",331,31,19,10.0034193676065
"347","nicaj001","Phillies","Juan Nicasio",145,40,54.998889859193,37.8408415039508,0.898541328584509,"R",254,46,4,4.98647661249684
"348","nix-j002","Padres","Jacob Nix",75.5,6,NA,NA,NA,"S",NA,NA,NA,NA
"349","nolaa001","Phillies","Aaron Nola",482.5,31,375.707663753566,36.1999925747409,4.38108951567958,"S",599.166666666667,33,29,7.17997062072528
"350","norrb001","Blue Jays","Bud Norris",231,50,37.0920393926209,29.2423024199883,0.169828028014135,"C",356.833333333333,64,4,4.47291769092089
"351","norrd002","Tigers","Daniel Norris",261,24,293.860886801241,23.7411199547607,4.00992678599564,"S",83.1666666666667,11,3,5.1209117717197
"352","norwj001","Cubs","James Norwood",35,10,NA,NA,NA,"R",NA,NA,NA,NA
"353","novai001","White Sox","Ivan Nova",277.5,26,367.274182243054,28.6337481059637,6.66044670504424,"S",318.5,29,17,9.06374524313831
"354","nunov001","Nationals","Vidal Nuno",36,10,31.813484275138,26.0800254833535,-0.539106012974417,"R",122.5,17,6,6.01287086283016
"355","oakst001","Royals","Trevor Oaks",32.5,3,NA,NA,NA,"R",NA,NA,NA,NA
"356","obers001","Rockies","Scott Oberg",294,60,76.1053213249763,35.0938032450809,0.468005065005707,"R",293.333333333333,56,3,4.19846739026617
"357","odayd001","Braves","Darren O'Day",291.5,55,44.6094559419719,26.3180137209301,-0.749052301691907,"R",102,20,0,4.07115082081811
"358","odorj001","Twins","Jake Odorizzi",315.5,29,317.503532694007,28.8613995637267,1.78254261241779,"S",311.166666666667,32,15,8.49252352773754
"359","oh--s001","Rockies","Seung Hwan Oh",313.5,65,31.0738566136128,38.3738247875229,-1.15665548346711,"R",386.166666666667,73,2,3.48763550084795
"360","okers001","Giants","Steven Okert",39,10,45.8123816643558,25.5016736824052,-1.63626279807211,"R",31.6666666666667,10,0,2.6701366312662
"361","olsot002","Indians","Tyler Olson",238,50,49.8011463584789,29.2761579680929,-1.21453838064041,"R",128.666666666667,43,1,3.88542138297039
"362","ortil002","Orioles","Luis Ortiz",56.5,6,NA,NA,NA,"R",NA,NA,NA,NA
"363","osunr001","Astros","Roberto Osuna",422.5,65,67.961802550878,26.4966958949508,-0.0242245201411902,"C",256,38,0,2.90506226356273
"364","oswac001","Mets","Corey Oswalt",36.5,3,NA,NA,NA,"S",NA,NA,NA,NA
"365","oterd001","Indians","Dan Otero",224,50,76.6356452493253,29.9338927392792,0.702115479141436,"R",225.333333333333,61,0,3.29761141499768
"366","ottaa001","Yankees","Adam Ottavino",326.5,65,65.6907687836957,45.8542249929588,0.451924241279428,"R",510.833333333333,75,3,3.65439524471623
"367","pagae001","Rays","Emilio Pagan",138,40,37.0339102659769,31.488711987152,-0.861890325256036,"R",241,55,3,4.0610911900095
"368","pannt001","Blue Jays","Thomas Pannone",80.5,8,NA,NA,NA,"R",NA,NA,NA,NA
"369","parkb001","Twins","Blake Parker",366.5,65,47.6413605877654,31.8652260613975,0.21822348306563,"C",350.166666666667,67,3,3.3464013402079
"370","parsw001","Braves","Wes Parsons",64,17,NA,NA,NA,"R",NA,NA,NA,NA
"371","pauld002","Blue Jays","David Paulino",245,50,37.7257067230615,26.0061370784038,0.420266098205404,"C",30.3333333333333,7,0,1.62446572413483
"372","paxtj001","Yankees","James Paxton",437.5,29,343.088669841668,31.5566815566798,4.91987049192254,"S",425.166666666667,28,19,11.7383458784607
"373","pazoj001","Phillies","James Pazos",166,40,72.5521836553559,37.1214410184989,1.35240320036222,"R",278,60,1,3.4678778848861
"374","peacb001","Astros","Brad Peacock",290,40,65.0131568057114,39.7877647329667,0.953486444961471,"R",357.5,61,6,4.36761867568299
"375","pelhc001","Rangers","C.D. Pelham",97.5,35,NA,NA,NA,"R",NA,NA,NA,NA
"376","penaf002","Angels","Felix Pena",88,8,343.847938199103,26.1762852861982,4.14867395843525,"S",193.333333333333,19,10,9.61118716800519
"377","peraf001","Brewers","Freddy Peralta",285.5,23,NA,NA,NA,"S",NA,NA,NA,NA
"378","peraw001","Royals","Wily Peralta",249.5,55,58.3596162487217,27.8812232941492,2.88434302598416,"C",184.166666666667,37,0,3.19025381216804
"379","peraw002","Reds","Wandy Peralta",99,30,53.7419608629352,31.6354035388168,0.0632077848681958,"R",164.666666666667,59,0,4.21200542196401
"380","perdl002","Padres","Luis Perdomo",51.5,15,388.240689459798,19.8478127187904,6.96105641909886,"S",43.3333333333333,12,1,6.89178010361859
"381","perec004","Astros","Cionel Perez",214,50,NA,NA,NA,"R",NA,NA,NA,NA
"382","perem004","Twins","Martin Perez",232.5,29,394.565113297942,25.8606834854717,10.0920326547915,"S",116.666666666667,22,6,7.85039283276115
"383","pereo002","Indians","Oliver Perez",184,40,27.2176830311112,37.2583230485259,-0.526265803626836,"R",239.166666666667,51,2,3.36518442747746
"384","peted001","Angels","Dillon Peters",67.5,6,314.962262222291,21.5119324618905,7.64415688577908,"S",24.8333333333333,7,3,10.7508459123312
"385","petet001","Mets","Tim Peterson",157,40,NA,NA,NA,"R",NA,NA,NA,NA
"386","petiy001","Athletics","Yusmeiro Petit",255,60,44.5677091610715,37.8951258235725,1.83804716990243,"R",411.5,74,5,3.94613410461833
"387","petrj001","Brewers","Jake Petricka",37,10,71.9467996049273,27.1453313938974,1.88557686912543,"R",158.833333333333,41,1,3.91166000706095
"388","phile001","Orioles","Evan Phillips",169.5,45,NA,NA,NA,"R",NA,NA,NA,NA
"389","piven001","Phillies","Nick Pivetta",382.5,29,381.606076227246,31.9588718570313,6.96950488801152,"S",345,33,19,10.4458983782771
"390","pluta001","Indians","Adam Plutko",139.5,33,NA,NA,NA,"S",NA,NA,NA,NA
"391","pomed001","Giants","Drew Pomeranz",180,16,286.948056445328,25.5757728019435,9.57693711744637,"R",120,26,3,6.16040569204645
"392","poncd001","Cardinals","Daniel Poncedeleon",38.5,3,NA,NA,NA,"R",NA,NA,NA,NA
"393","porcr001","Red Sox","Rick Porcello",394,31,345.165230909605,32.1866634804091,2.59738488756278,"S",431.666666666667,33,21,9.60912482394494
"394","poynb001","Red Sox","Bobby Poyner",218,50,NA,NA,NA,"R",NA,NA,NA,NA
"395","presr001","Astros","Ryan Pressly",329.5,65,48.6225868873235,40.5962285987392,-0.795858745313372,"R",412.5,77,5,3.83949869238882
"396","pricd001","Red Sox","David Price",405,29,325.877193085874,32.5383369271697,3.20368685526847,"S",423,30,21,10.4938040467529
"397","pruia001","Rays","Austin Pruitt",153,40,62.7051013143836,28.9794409061951,-1.23953528072028,"R",217.833333333333,23,10,8.29622832855861
"398","quack001","Dodgers","Kevin Quackenbush",35,10,40.8853159111213,24.7598483562936,0.16130367946098,"R",20.5,10,0,5.85896485190025
"399","quinj001","Cubs","Jose Quintana",379.5,29,351.304979713962,30.906320632981,4.52462422057006,"S",352.166666666667,32,18,8.51169176658734
"400","raint003","Nationals","Tanner Rainey",62,20,NA,NA,NA,"R",NA,NA,NA,NA
"401","ramie004","Red Sox","Erasmo Ramirez",133.5,33,352.39629157119,23.1505499928833,3.68852332072243,"S",54.8333333333333,10,3,9.48828062062893
"402","ramij002","Angels","JC Ramirez",65.5,6,348.180495570333,23.3328395511148,5.60541391003614,"S",-5.66666666666666,2,0,8.72098363463409
"403","ramin001","Indians","Neil Ramirez",246,50,41.5425597222578,34.8034031220189,-0.570509291642621,"R",221.833333333333,47,1,3.84247592516616
"404","ramin002","Angels","Noe Ramirez",111,30,54.6506139018257,32.5567341600609,0.460586265082078,"R",326.666666666667,69,3,4.12492016565444
"405","ramiy001","Orioles","Yefry Ramirez",94.5,23,NA,NA,NA,"S",NA,NA,NA,NA
"406","ramoe002","Phillies","Edubray Ramos",70,20,60.9463089234718,32.5063962989854,-2.13446252648826,"R",219.333333333333,52,0,3.38691228033798
"407","ray-r002","Diamondbacks","Robbie Ray",382.5,28,337.078041906839,30.3144366617584,2.86793760961307,"S",275.833333333333,24,15,6.45637144893589
"408","reeda001","Twins","Addison Reed",256,60,59.9081126576725,32.1435685548194,0.769004612388131,"R",234,55,0,3.55292937525211
"409","reedc002","Reds","Cody Reed",106,10,240.629229493557,24.4861703186288,7.45431865400383,"R",102.5,17,2,5.92348061101069
"410","reids001","Blue Jays","Sean Reid-Foley",99.5,10,NA,NA,NA,"S",NA,NA,NA,NA
"411","reinz001","Tigers","Zac Reininger",87.5,25,35.9848259326435,22.951692466199,-1.68516346825572,"R",47.6666666666667,18,0,3.63304050308038
"412","reyea004","Cardinals","Alex Reyes",254,46,NA,NA,NA,"S",NA,NA,NA,NA
"413","reyej004","Reds","Jesus Reyes",30,10,NA,NA,NA,"R",NA,NA,NA,NA
"414","rhamj001","Mets","Jacob Rhame",72,20,44.9519938841091,25.5664737674634,-0.0861873447641565,"R",106.166666666667,30,0,3.40770013041046
"415","richc002","Blue Jays","Clayton Richard",195.5,19,425.536554051224,26.8822951288781,9.97053822237176,"S",253.333333333333,27,12,9.1806204768168
"416","richt001","Marlins","Trevor Richards",297.5,24,NA,NA,NA,"S",NA,NA,NA,NA
"417","riosy001","Phillies","Yacksel Rios",63,20,47.1656539425541,27.8714323856465,-1.18209378579821,"R",123,36,0,3.63285274235263
