"","game.key","person.key","game.date","team.key","opponent.key","seq","P_GS","P_CG","P_SHO","P_GF","P_W","P_L","P_SV","P_OUT","P_TBF","P_AB","P_R","P_ER","P_H","P_TB","P_2B","P_3B","P_HR","P_HR4","P_BB","P_IBB","P_SO","P_GDP","P_HP","P_SH","P_SF","P_XI","P_WP","P_BK","P_IR","P_IRS","P_GO","P_AO","P_PITCH","P_STRIKE","teamwon","teamscore","oppscore","holdsest","IP","points"
"1","ANA201904040","allec002",2019-04-04,"ANA","TEX",5,0,0,0,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,17,10,0,4,11,0,1,4.5
"2","ANA201904040","bardl001",2019-04-04,"ANA","TEX",2,0,0,0,0,0,0,0,6,8,7,1,1,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,4,35,23,0,4,11,0,2,4
"3","ANA201904040","bedrc001",2019-04-04,"ANA","TEX",4,0,0,0,0,0,0,0,3,7,6,2,2,3,3,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,32,20,0,4,11,0,1,1.5
"4","ANA201904040","dowdk001",2019-04-04,"TEX","ANA",4,0,0,0,1,0,0,0,6,8,8,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,33,23,1,11,4,0,2,10
"5","ANA201904040","gomej002",2019-04-04,"TEX","ANA",3,0,0,0,0,0,0,0,3,4,4,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,15,10,1,11,4,1,1,8.5
"6","ANA201904040","harvm001",2019-04-04,"ANA","TEX",1,1,0,0,0,0,1,0,12,24,20,8,8,10,18,2,0,2,0,2,0,5,0,2,0,0,0,0,0,0,0,3,2,91,58,0,4,11,0,4,-5
"7","ANA201904040","ramin002",2019-04-04,"ANA","TEX",3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,13,10,0,4,11,0,1,4.5
"8","ANA201904040","sprij001",2019-04-04,"TEX","ANA",2,0,0,0,0,1,0,0,7,12,9,1,1,2,3,1,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,2,2,56,32,1,11,4,0,2.33333333333333,6.16666666666667
"9","ANA201904040","volqe001",2019-04-04,"TEX","ANA",1,1,0,0,0,0,0,0,11,18,14,2,2,4,10,0,0,2,0,4,0,3,1,0,0,0,0,1,0,0,0,2,5,83,45,1,11,4,0,3.66666666666667,1.83333333333333
"10","ANA201904050","allec002",2019-04-05,"ANA","TEX",5,0,0,0,1,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,7,1,3,1,0,1,8.5
"11","ANA201904050","andej005",2019-04-05,"ANA","TEX",2,0,0,0,0,1,0,0,4,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,26,12,1,3,1,0,1.33333333333333,4.66666666666667
"12","ANA201904050","buttt001",2019-04-05,"ANA","TEX",4,0,0,0,0,0,0,0,3,4,4,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,15,10,1,3,1,1,1,10.5
"13","ANA201904050","chavj001",2019-04-05,"TEX","ANA",2,0,0,0,1,0,0,0,3,4,4,1,1,1,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,15,10,0,1,3,0,1,3.5
"14","ANA201904050","lynnl001",2019-04-05,"TEX","ANA",1,1,0,0,0,0,1,0,21,26,25,2,2,5,9,1,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,6,9,105,65,0,1,3,0,7,18.5
"15","ANA201904050","penaf002",2019-04-05,"ANA","TEX",1,1,0,0,0,0,0,0,14,19,17,1,1,4,8,1,0,1,0,2,0,7,1,0,0,0,0,0,0,0,0,2,4,90,58,1,3,1,0,4.66666666666667,13.3333333333333
"16","ANA201904050","roblh001",2019-04-05,"ANA","TEX",3,0,0,0,0,0,0,0,3,4,4,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,14,10,1,3,1,1,1,10.5
"17","ANA201904060","bardl001",2019-04-06,"ANA","TEX",4,0,0,0,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,12,1,5,1,0,1,6.5
"18","ANA201904060","chavj001",2019-04-06,"TEX","ANA",2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,5,0,1,5,0,0.666666666666667,2.33333333333333
"19","ANA201904060","garcl005",2019-04-06,"ANA","TEX",2,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,11,6,1,5,1,1,0.666666666666667,8.33333333333333
"20","ANA201904060","gomej002",2019-04-06,"TEX","ANA",4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,5,0,1,5,0,0.333333333333333,2.16666666666667
"21","ANA201904060","roblh001",2019-04-06,"ANA","TEX",3,0,0,0,0,0,0,0,3,4,4,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,11,1,5,1,1,1,11.5
"22","ANA201904060","sampa001",2019-04-06,"TEX","ANA",3,0,0,0,0,0,0,0,11,17,14,1,1,4,9,2,0,1,0,2,1,2,0,1,0,0,0,1,0,0,0,4,4,70,38,0,1,5,0,3.66666666666667,10.8333333333333
"23","ANA201904060","skagt001",2019-04-06,"ANA","TEX",1,1,0,0,0,1,0,0,19,24,22,1,1,5,8,3,0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,5,7,101,70,1,5,1,0,6.33333333333333,18.1666666666667
"24","ANA201904060","smyld001",2019-04-06,"TEX","ANA",1,1,0,0,0,0,1,0,10,20,16,4,4,6,9,0,0,1,1,3,0,4,0,1,0,0,0,1,0,0,0,2,3,90,56,0,1,5,0,3.33333333333333,-1.33333333333333
"25","ANA201904070","andej005",2019-04-07,"ANA","TEX",2,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,14,8,1,7,2,0,1,5.5
"26","ANA201904070","bedrc001",2019-04-07,"ANA","TEX",3,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,10,6,1,7,2,1,1,9.5
"27","ANA201904070","birdk001",2019-04-07,"TEX","ANA",3,0,0,0,0,0,0,0,6,10,8,2,2,2,5,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,3,39,22,0,2,7,0,2,3
"28","ANA201904070","buttt001",2019-04-07,"ANA","TEX",5,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,9,6,1,7,2,1,0.666666666666667,8.33333333333333
"29","ANA201904070","garcl005",2019-04-07,"ANA","TEX",4,0,0,0,0,0,0,0,4,7,5,0,0,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,28,17,1,7,2,1,1.33333333333333,8.66666666666667
"30","ANA201904070","kells001",2019-04-07,"TEX","ANA",4,0,0,0,0,0,0,0,3,4,4,1,1,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11,9,0,2,7,0,1,1.5
"31","ANA201904070","martc007",2019-04-07,"TEX","ANA",5,0,0,0,1,0,0,0,3,4,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,18,10,0,2,7,0,1,3.5
"32","ANA201904070","mills001",2019-04-07,"TEX","ANA",1,1,0,0,0,0,1,0,6,15,11,4,4,4,4,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,2,3,71,42,0,2,7,0,2,-9
"33","ANA201904070","ramin002",2019-04-07,"ANA","TEX",6,0,0,0,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,12,9,1,7,2,0,1,5.5
"34","ANA201904070","sprij001",2019-04-07,"TEX","ANA",2,0,0,0,0,0,0,0,6,7,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,4,34,20,0,2,7,0,2,8
"35","ANA201904070","strac001",2019-04-07,"ANA","TEX",1,1,0,0,0,0,0,0,12,18,14,2,2,4,8,1,0,1,0,4,0,1,1,0,0,0,0,0,0,0,0,5,4,85,47,1,7,2,0,4,1
"36","ANA201904080","allec002",2019-04-08,"ANA","MIL",4,0,0,0,1,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,1,5,2,0,1,8.5
"37","ANA201904080","andec001",2019-04-08,"MIL","ANA",2,0,0,0,0,0,0,0,3,7,5,2,2,2,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,31,19,0,2,5,0,1,-2.5
"38","ANA201904080","buttt001",2019-04-08,"ANA","MIL",3,0,0,0,0,0,0,0,3,4,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,18,11,1,5,2,1,1,9.5
"39","ANA201904080","cahit001",2019-04-08,"ANA","MIL",1,1,0,0,0,1,0,0,18,24,22,2,2,5,8,0,0,1,0,1,0,8,1,1,0,0,0,0,0,0,0,3,6,90,59,1,5,2,0,6,18
"40","ANA201904080","chacj001",2019-04-08,"MIL","ANA",1,1,0,0,0,0,1,0,19,23,20,3,3,3,9,0,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,8,7,89,51,0,2,5,0,6.33333333333333,8.16666666666666
"41","ANA201904080","roblh001",2019-04-08,"ANA","MIL",2,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,16,8,1,5,2,1,1,9.5
"42","ANA201904080","wilsa001",2019-04-08,"MIL","ANA",3,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,4,0,2,5,0,0.666666666666667,3.33333333333333
"43","ANA201904090","albem001",2019-04-09,"MIL","ANA",2,0,0,0,0,0,0,0,4,6,6,1,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,22,15,0,8,11,0,1.33333333333333,3.66666666666667
"44","ANA201904090","allec002",2019-04-09,"ANA","MIL",5,0,0,0,1,0,0,1,3,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,17,12,1,11,8,0,1,10.5
"45","ANA201904090","bardl001",2019-04-09,"ANA","MIL",2,0,0,0,0,0,0,0,5,8,7,2,2,3,9,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2,24,15,1,11,8,0,1.66666666666667,2.83333333333333
"46","ANA201904090","bedrc001",2019-04-09,"ANA","MIL",3,0,0,0,0,1,0,0,3,4,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,22,12,1,11,8,0,1,4.5
"47","ANA201904090","claua001",2019-04-09,"MIL","ANA",3,0,0,0,0,0,1,0,4,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,26,13,0,8,11,0,1.33333333333333,1.66666666666667
"48","ANA201904090","garcl005",2019-04-09,"ANA","MIL",4,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14,10,1,11,8,1,1,9.5
"49","ANA201904090","harvm001",2019-04-09,"ANA","MIL",1,1,0,0,0,0,0,0,13,22,20,6,6,7,13,3,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,4,4,89,60,1,11,8,0,4.33333333333333,0.166666666666666
"50","ANA201904090","peraf001",2019-04-09,"MIL","ANA",1,1,0,0,0,0,0,0,10,19,18,7,7,8,14,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,1,4,92,56,0,8,11,0,3.33333333333333,-4.33333333333333
"51","ANA201904090","petrj001",2019-04-09,"MIL","ANA",5,0,0,0,1,0,0,0,3,6,3,2,2,1,2,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,1,19,7,0,8,11,0,1,-1.5
"52","ANA201904090","wilsa001",2019-04-09,"MIL","ANA",4,0,0,0,0,0,0,0,3,6,4,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,2,0,19,8,0,8,11,0,1,2.5
"53","ANA201904100","barnj002",2019-04-10,"MIL","ANA",3,0,0,0,0,0,0,0,2,3,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,8,0,2,4,0,0.666666666666667,3.33333333333333
"54","ANA201904100","barrj003",2019-04-10,"ANA","MIL",2,0,0,0,0,1,0,0,8,11,11,1,1,4,5,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,43,31,1,4,2,0,2.66666666666667,10.3333333333333
"55","ANA201904100","bedrc001",2019-04-10,"ANA","MIL",3,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,18,12,1,4,2,1,1.33333333333333,8.66666666666667
"56","ANA201904100","claua001",2019-04-10,"MIL","ANA",4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,4,0,0.333333333333333,1.16666666666667
"57","ANA201904100","guerj003",2019-04-10,"MIL","ANA",2,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,16,9,0,2,4,0,1,5.5
"58","ANA201904100","penaf002",2019-04-10,"ANA","MIL",1,1,0,0,0,0,0,0,12,18,14,1,0,3,3,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,2,6,72,40,1,4,2,0,4,8
"59","ANA201904100","roblh001",2019-04-10,"ANA","MIL",4,0,0,0,1,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,1,4,2,0,1,8.5
"60","ANA201904100","woodb005",2019-04-10,"MIL","ANA",1,1,0,0,0,0,1,0,18,23,21,4,4,4,5,1,0,0,0,1,0,7,1,1,0,0,0,0,0,0,0,4,6,97,64,0,2,4,0,6,13
"61","ANA201904180","alanr001",2019-04-18,"SEA","ANA",2,0,0,0,0,0,0,0,1,5,5,4,4,4,9,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,11,1,11,10,0,0.333333333333333,-5.83333333333333
"62","ANA201904180","allec002",2019-04-18,"ANA","SEA",5,0,0,0,1,0,1,0,3,7,5,1,1,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,23,13,0,10,11,0,1,0.5
"63","ANA201904180","brenb003",2019-04-18,"SEA","ANA",3,0,0,0,0,0,0,0,2,4,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,20,11,1,11,10,0,0.666666666666667,0.333333333333333
"64","ANA201904180","eliar001",2019-04-18,"SEA","ANA",5,0,0,0,1,0,0,1,3,4,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,7,1,11,10,0,1,9.5
"65","ANA201904180","garcl005",2019-04-18,"ANA","SEA",4,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,31,14,0,10,11,0,1,0.5
"66","ANA201904180","hernf002",2019-04-18,"SEA","ANA",1,1,0,0,0,0,0,0,18,26,25,4,4,9,12,3,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,8,5,92,63,1,11,10,0,6,9
"67","ANA201904180","jewej001",2019-04-18,"ANA","SEA",2,0,0,0,0,0,0,0,4,10,7,4,4,3,9,0,0,2,0,2,0,2,0,1,0,0,0,0,0,1,0,1,1,35,20,0,10,11,0,1.33333333333333,-3.33333333333333
"68","ANA201904180","peted001",2019-04-18,"ANA","SEA",3,0,0,0,0,0,0,0,2,4,3,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,13,9,0,10,11,0,0.666666666666667,3.33333333333333
"69","ANA201904180","strac001",2019-04-18,"ANA","SEA",1,1,0,0,0,0,0,0,15,25,22,6,6,7,10,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,7,4,97,58,0,10,11,0,5,0.5
"70","ANA201904180","swara001",2019-04-18,"SEA","ANA",4,0,0,0,0,1,0,0,3,6,4,1,1,1,4,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,29,14,1,11,10,0,1,0.5
"71","ANA201904190","allec002",2019-04-19,"ANA","SEA",5,0,0,0,0,0,1,0,0,3,2,2,2,2,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,3,5,0,0,-5
"72","ANA201904190","buttt001",2019-04-19,"ANA","SEA",2,0,0,0,0,0,0,0,3,5,4,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,25,17,0,3,5,0,1,3.5
"73","ANA201904190","eliar001",2019-04-19,"SEA","ANA",4,0,0,0,1,0,0,1,3,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,7,1,5,3,0,1,8.5
"74","ANA201904190","gearc001",2019-04-19,"SEA","ANA",2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,3,1,5,3,0,0.333333333333333,1.16666666666667
"75","ANA201904190","gonzm005",2019-04-19,"SEA","ANA",1,1,0,0,0,0,0,0,21,29,26,3,3,8,12,1,0,1,0,2,0,6,0,0,0,1,0,0,0,0,0,5,8,96,68,1,5,3,0,7,16.5
"76","ANA201904190","penaf002",2019-04-19,"ANA","SEA",1,1,0,0,0,0,0,0,15,19,17,3,3,2,8,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,8,4,71,39,0,3,5,0,5,5.5
"77","ANA201904190","peted001",2019-04-19,"ANA","SEA",3,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,21,11,0,3,5,0,1,3.5
"78","ANA201904190","ramin002",2019-04-19,"ANA","SEA",6,0,0,0,1,0,0,0,3,5,4,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,20,13,0,3,5,0,1,4.5
"79","ANA201904190","roblh001",2019-04-19,"ANA","SEA",4,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,22,13,0,3,5,0,1,2.5
"80","ANA201904190","rossz001",2019-04-19,"SEA","ANA",3,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,3,1,5,3,0,0.666666666666667,2.33333333333333
"81","ANA201904200","bardl001",2019-04-20,"ANA","SEA",3,0,0,0,0,0,0,0,3,6,5,1,1,2,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,27,14,0,5,6,0,1,1.5
"82","ANA201904200","bedrc001",2019-04-20,"ANA","SEA",2,0,0,0,0,0,0,0,5,7,6,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,2,33,19,0,5,6,0,1.66666666666667,7.83333333333333
"83","ANA201904200","cahit001",2019-04-20,"ANA","SEA",1,1,0,0,0,0,1,0,13,21,19,5,5,6,15,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,6,2,95,60,0,5,6,0,4.33333333333333,2.16666666666667
"84","ANA201904200","colet001",2019-04-20,"ANA","SEA",4,0,0,0,1,0,0,0,6,7,6,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,2,28,16,0,5,6,0,2,9
"85","ANA201904200","gearc001",2019-04-20,"SEA","ANA",4,0,0,0,0,0,0,0,3,3,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,14,8,1,6,5,1,1,9.5
"86","ANA201904200","kikuy001",2019-04-20,"SEA","ANA",1,1,0,0,0,1,0,0,15,26,23,4,4,10,15,3,1,0,0,2,0,3,0,0,0,1,0,0,0,0,0,6,5,97,66,1,6,5,0,5,4.5
"87","ANA201904200","rossz001",2019-04-20,"SEA","ANA",3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,10,4,1,6,5,1,0.333333333333333,6.16666666666667
"88","ANA201904200","sadzc001",2019-04-20,"SEA","ANA",2,0,0,0,0,0,0,0,5,7,7,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,23,17,1,6,5,1,1.66666666666667,12.8333333333333
"89","ANA201904200","swara001",2019-04-20,"SEA","ANA",5,0,0,0,1,0,0,1,3,4,4,1,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,19,10,1,6,5,0,1,7.5
"90","ANA201904210","alanr001",2019-04-21,"SEA","ANA",3,0,0,0,1,0,0,0,3,6,5,2,1,2,6,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,17,11,0,6,8,0,1,2.5
"91","ANA201904210","allec002",2019-04-21,"ANA","SEA",5,0,0,0,0,0,0,0,0,2,1,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,12,5,1,8,6,0,0,-3
"92","ANA201904210","armss001",2019-04-21,"SEA","ANA",2,0,0,0,0,0,0,0,3,7,6,2,2,3,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,33,19,0,6,8,0,1,-1.5
"93","ANA201904210","barrj003",2019-04-21,"ANA","SEA",2,0,0,0,0,1,0,0,15,18,17,1,1,4,6,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,7,71,45,1,8,6,0,5,18.5
"94","ANA201904210","buttt001",2019-04-21,"ANA","SEA",3,0,0,0,0,0,0,0,3,6,5,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,22,10,1,8,6,1,1,7.5
"95","ANA201904210","garcl005",2019-04-21,"ANA","SEA",6,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,8,6,0,0.333333333333333,6.16666666666667
"96","ANA201904210","leakm001",2019-04-21,"SEA","ANA",1,1,0,0,0,0,1,0,18,26,23,4,4,6,17,2,0,3,0,2,0,4,1,1,0,0,0,0,0,0,0,7,6,81,53,0,6,8,0,6,9
"97","ANA201904210","ramin002",2019-04-21,"ANA","SEA",4,0,0,0,0,0,0,0,5,9,8,4,4,3,10,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,34,22,1,8,6,1,1.66666666666667,4.83333333333333
"98","ANA201904210","roblh001",2019-04-21,"ANA","SEA",1,1,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,13,9,1,8,6,0,1,-1.5
"99","ANA201904220","bardl001",2019-04-22,"ANA","NYA",3,0,0,0,1,0,1,0,6,9,8,1,0,1,1,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,2,1,40,24,0,3,4,0,2,10
"100","ANA201904220","bedrc001",2019-04-22,"ANA","NYA",2,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,16,10,0,3,4,0,1,5.5
"101","ANA201904220","cessl001",2019-04-22,"NYA","ANA",4,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,20,7,1,4,3,0,1,2.5
"102","ANA201904220","chapa001",2019-04-22,"NYA","ANA",5,0,0,0,0,0,0,0,3,6,5,1,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,27,19,1,4,3,0,1,2.5
"103","ANA201904220","colet001",2019-04-22,"ANA","NYA",5,0,0,0,0,0,0,0,9,11,9,1,1,1,2,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,3,3,45,27,0,3,4,0,3,10.5
"104","ANA201904220","garcl005",2019-04-22,"ANA","NYA",3,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,19,11,0,3,4,0,1,2.5
"105","ANA201904220","happj001",2019-04-22,"NYA","ANA",1,1,0,0,0,0,0,0,21,25,23,2,2,3,6,0,0,1,0,2,0,5,1,0,0,0,0,0,0,0,0,8,7,89,54,1,4,3,0,7,17.5
"106","ANA201904220","harvm001",2019-04-22,"ANA","NYA",1,1,0,0,0,0,0,0,18,23,20,2,2,3,7,1,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,8,8,83,48,0,3,4,0,6,11
"107","ANA201904220","holdj002",2019-04-22,"NYA","ANA",6,0,0,0,1,1,0,0,6,7,6,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,2,27,17,1,4,3,0,2,9
"108","ANA201904220","kahnt001",2019-04-22,"NYA","ANA",3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14,10,1,4,3,0,1,4.5
"109","ANA201904220","ottaa001",2019-04-22,"NYA","ANA",2,0,0,0,0,0,0,0,6,7,6,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,1,23,14,1,4,3,0,2,6
"110","ANA201904220","roblh001",2019-04-22,"ANA","NYA",4,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3,4,0,1,6.5
"111","ANA201904230","allec002",2019-04-23,"ANA","NYA",4,0,0,0,1,0,0,0,3,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,19,12,0,5,7,0,1,3.5
"112","ANA201904230","andej005",2019-04-23,"ANA","NYA",2,0,0,0,0,0,0,0,3,6,5,2,2,2,3,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,26,15,0,5,7,0,1,1.5
"113","ANA201904230","britz001",2019-04-23,"NYA","ANA",4,0,0,0,1,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,1,7,5,0,1,8.5
"114","ANA201904230","cessl001",2019-04-23,"NYA","ANA",3,0,0,0,0,0,0,0,3,4,3,0,0,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,16,7,1,7,5,1,1,8.5
"115","ANA201904230","frees001",2019-04-23,"ANA","NYA",3,0,0,0,0,0,0,0,6,11,9,1,1,3,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,3,2,40,24,0,5,7,0,2,3
"116","ANA201904230","germd001",2019-04-23,"NYA","ANA",1,1,0,0,0,1,0,0,20,25,24,1,0,4,6,2,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,6,8,99,65,1,7,5,0,6.66666666666667,21.3333333333333
