"","game.key","person.key","game.date","team.key","opponent.key","seq","P_GS","P_CG","P_SHO","P_GF","P_W","P_L","P_SV","P_OUT","P_TBF","P_AB","P_R","P_ER","P_H","P_TB","P_2B","P_3B","P_HR","P_HR4","P_BB","P_IBB","P_SO","P_GDP","P_HP","P_SH","P_SF","P_XI","P_WP","P_BK","P_IR","P_IRS","P_GO","P_AO","P_PITCH","P_STRIKE","teamwon","teamscore","oppscore","prevruns","prevwin","prevloss","subruns","subwin","subloss","holdsest","IP","points"
"1","ANA201304090","balfg001",2013-04-09,"OAK","ANA",7,0,0,0,1,0,0,0,3,5,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,21,11,1,9,5,5,1,0,0,0,0,0,1,2.5
"2","ANA201304090","blevj001",2013-04-09,"OAK","ANA",4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3,3,1,9,5,5,0,0,0,1,0,0,0.333333333333333,1.16666666666667
"3","ANA201304090","burns001",2013-04-09,"ANA","OAK",4,0,0,0,0,0,0,0,3,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,18,10,0,5,9,9,0,1,0,0,0,0,1,3.5
"4","ANA201304090","cookr001",2013-04-09,"OAK","ANA",5,0,0,0,0,1,0,0,5,6,6,0,0,1,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,30,21,1,9,5,5,0,0,0,0,0,0,1.66666666666667,8.83333333333333
"5","ANA201304090","delad001",2013-04-09,"ANA","OAK",5,0,0,0,1,0,0,0,3,3,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,5,0,5,9,9,0,1,0,0,0,0,1,3.5
"6","ANA201304090","dools001",2013-04-09,"OAK","ANA",6,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,11,1,9,5,5,1,0,0,0,0,1,1,8.5
"7","ANA201304090","downs001",2013-04-09,"ANA","OAK",2,0,0,0,0,0,0,0,2,3,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,8,0,5,9,4,0,0,4,0,1,0,0.666666666666667,1.33333333333333
"8","ANA201304090","jepsk001",2013-04-09,"ANA","OAK",3,0,0,0,0,0,1,0,1,5,4,4,4,3,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,17,8,0,5,9,5,0,0,0,0,0,0,0.333333333333333,-7.83333333333333
"9","ANA201304090","neshp001",2013-04-09,"OAK","ANA",3,0,0,0,0,0,0,0,0,3,2,3,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,1,9,5,2,0,0,0,1,0,0,0,-2
"10","ANA201304090","parkj001",2013-04-09,"OAK","ANA",1,1,0,0,0,0,0,0,10,21,16,2,2,9,9,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,3,3,72,40,1,9,5,0,0,0,3,1,0,0,3.33333333333333,-0.333333333333332
"11","ANA201304090","resoc001",2013-04-09,"OAK","ANA",2,0,0,0,0,0,0,0,5,6,6,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,29,21,1,9,5,2,0,0,3,1,0,0,1.66666666666667,7.83333333333333
"12","ANA201304090","wilsc004",2013-04-09,"ANA","OAK",1,1,0,0,0,0,0,0,18,27,24,4,4,6,9,0,0,1,0,3,0,7,0,0,0,0,0,0,0,0,0,6,5,109,64,0,5,9,0,0,0,5,0,1,0,6,11
"13","ANA201304100","blanj001",2013-04-10,"ANA","OAK",1,1,0,0,0,0,1,0,15,27,25,6,6,10,17,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,10,5,90,54,0,5,11,0,0,0,5,0,0,0,5,-2.5
"14","ANA201304100","blevj001",2013-04-10,"OAK","ANA",3,0,0,0,0,0,0,0,3,5,5,0,0,2,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,23,18,1,11,5,4,1,0,1,0,0,1,1,10.5
"15","ANA201304100","delad001",2013-04-10,"ANA","OAK",3,0,0,0,0,0,0,0,2,5,4,1,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,0,1,22,13,0,5,11,9,0,1,1,0,0,0,0.666666666666667,0.333333333333333
"16","ANA201304100","friee001",2013-04-10,"ANA","OAK",5,0,0,0,1,0,0,0,3,5,4,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15,8,0,5,11,11,0,1,0,0,0,0,1,2.5
"17","ANA201304100","lowem002",2013-04-10,"ANA","OAK",2,0,0,0,0,0,0,0,1,4,2,3,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,19,8,0,5,11,6,0,1,2,0,0,0,0.333333333333333,-6.83333333333333
"18","ANA201304100","milot001",2013-04-10,"OAK","ANA",1,1,0,0,0,1,0,0,15,25,21,4,4,7,10,3,0,0,0,3,0,5,1,0,0,1,0,0,0,0,0,5,4,106,62,1,11,5,0,0,0,1,0,0,0,5,5.5
"19","ANA201304100","neshp001",2013-04-10,"OAK","ANA",4,0,0,0,0,0,0,0,3,6,5,1,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,29,18,1,11,5,4,1,0,0,0,0,1,1,6.5
"20","ANA201304100","resoc001",2013-04-10,"OAK","ANA",2,0,0,0,0,0,0,0,3,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,8,1,11,5,4,1,0,1,0,0,1,1,8.5
"21","ANA201304100","scrie001",2013-04-10,"OAK","ANA",5,0,0,0,1,0,0,0,3,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,9,1,11,5,5,1,0,0,0,0,0,1,3.5
"22","ANA201304100","willj003",2013-04-10,"ANA","OAK",4,0,0,0,0,0,0,0,6,10,9,1,0,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,37,20,0,5,11,10,0,1,0,0,0,0,2,7
"23","ANA201304110","burns001",2013-04-11,"ANA","OAK",3,0,0,0,0,0,0,0,3,6,5,1,1,2,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,24,12,0,1,8,5,0,1,2,0,0,0,1,1.5
"24","ANA201304110","grifa002",2013-04-11,"OAK","ANA",1,1,0,0,0,1,0,0,24,29,28,1,1,5,6,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,8,13,110,73,1,8,1,0,0,0,0,0,0,0,8,21
